,account_id,games,wins,pos_1_num,pos_2_num,pos_3_num,pos_4_num,pos_5_num,last_hits,denies,kills,deaths,assists,Unnamed: 0,name,estimate_mmr,solo_competetive_rank,leaderboard_rank,calculated_position
696,323792491,928,531,3,2,31,213,679,43.27047413793103,2.7058189655172415,2.5366379310344827,5.725215517241379,14.323275862068966,1998,Rr^,7040.0,,164.0,5.0
336,324277900,897,543,235,506,143,5,8,246.77703455964325,9.315496098104793,9.443701226309923,3.8639910813823857,10.9041248606466,2002,Yopaj,6439.0,,59.0,2.0
1241,139876032,797,444,1,3,27,725,41,81.46925972396487,3.7139272271016313,2.9397741530740276,5.8594730238393975,12.973651191969887,1156,kaka,8093.0,7807.0,12.0,4.0
335,143693439,782,478,0,0,1,83,698,50.30306905370844,3.317135549872123,2.3593350383631715,5.647058823529412,14.20076726342711,1186,Dy,7025.0,7895.0,111.0,5.0
1658,107803494,782,478,169,472,139,1,1,289.4936061381074,12.352941176470589,6.89769820971867,3.5370843989769822,10.336317135549873,673,曾焦阳,7031.0,8451.0,78.0,2.0
136,345803031,768,446,0,7,84,588,89,79.97135416666667,3.87109375,3.6080729166666665,6.09765625,15.50390625,2051,PlayHard-,6972.0,,52.0,4.0
1745,111114687,737,436,0,0,3,73,661,53.82225237449118,2.8426051560379917,2.401628222523745,6.240162822252374,12.83989145183175,720,y`,6684.0,,184.0,5.0
1637,100594231,712,438,335,125,76,104,72,261.4564606741573,11.450842696629213,6.523876404494382,4.012640449438202,11.470505617977528,522,ctm,6687.0,6807.0,21.0,1.0
1434,134276083,710,415,92,152,439,26,1,223.44929577464788,12.764788732394367,4.877464788732395,5.173239436619719,11.759154929577464,1072,old eLeVeN,7967.0,,21.0,3.0
1252,148526973,707,427,1,0,5,97,604,44.58557284299859,3.1654879773691653,2.85007072135785,5.908062234794908,15.043847241867043,1220,Jaunuel,6748.0,7179.0,66.0,5.0
1095,138857296,699,394,49,118,502,26,4,216.1602288984263,8.756795422031473,4.758226037195994,4.133047210300429,10.815450643776824,1143,JT-,8037.0,7180.0,45.0,3.0
397,101259972,687,393,0,1,1,40,645,37.21688500727802,3.9097525473071326,2.1848617176128093,5.797671033478894,12.65938864628821,542,Oli~,6555.0,,84.0,5.0
379,202217968,684,392,276,314,87,4,3,303.7763157894737,11.333333333333334,7.992690058479532,3.2909356725146197,9.365497076023392,1648,Emo,7489.0,8986.0,1.0,2.0
325,118134220,678,414,36,146,443,50,3,203.37020648967552,12.78023598820059,4.724188790560472,3.954277286135693,11.64896755162242,865,Faith_bian,7136.0,8560.0,46.0,3.0
1470,137193239,673,402,495,144,27,1,6,341.5066864784547,15.891530460624072,7.49777117384844,2.725111441307578,8.61961367013373,1118,eurus,6754.0,8274.0,1.0,1.0
346,148215639,672,378,446,200,21,2,3,344.3139880952381,17.578869047619047,6.705357142857143,2.8139880952380953,8.456845238095237,1218,Monet,7848.0,8916.0,10.0,1.0
1415,157475523,660,388,5,19,68,507,61,104.04545454545455,4.33030303030303,3.9545454545454546,4.746969696969697,12.41060606060606,1297,XinQ,6774.0,7369.0,199.0,4.0
1066,139937922,654,389,21,99,504,26,4,212.2981651376147,9.116207951070336,4.042813455657492,4.691131498470948,12.232415902140673,1157,Yang,7193.0,8293.0,53.0,3.0
314,94049589,645,355,0,0,9,102,534,57.644961240310074,2.655813953488372,2.3209302325581396,6.265116279069767,12.936434108527132,443,Fng,7782.0,8453.0,208.0,5.0
32,389022189,643,375,508,111,11,4,9,323.9813374805599,14.396578538102643,7.995334370139969,3.7418351477449456,9.0,2168,Palos,6789.0,7285.0,13.0,1.0
1,138543123,638,374,2,10,51,519,56,97.20062695924764,5.628526645768025,4.056426332288401,5.25705329153605,12.929467084639498,1140,Pyw,6867.0,8331.0,321.0,4.0
1123,113331514,637,352,0,1,11,111,514,47.13814756671899,3.3751962323390896,2.390894819466248,5.9026687598116165,12.919937205651491,750,Miposhka,6162.0,6900.0,37.0,5.0
1357,401792574,632,328,0,7,52,427,146,77.89873417721519,5.112341772151899,3.6487341772151898,5.693037974683544,13.522151898734178,2189,Taiga,7378.0,6261.0,48.0,4.0
532,108831569,630,277,12,94,472,38,14,160.95238095238096,6.673015873015873,4.063492063492063,5.838095238095238,12.217460317460317,688,Van,5897.0,,140.0,3.0
1242,54580962,630,328,0,1,15,132,482,65.6968253968254,3.6174603174603175,2.507936507936508,5.644444444444445,13.495238095238095,141,iNSaNiA,7378.0,6989.0,177.0,5.0
1579,137129583,624,363,131,380,108,2,3,294.5977564102564,14.408653846153847,7.075320512820513,3.4326923076923075,9.963141025641026,1117,Xm,6796.0,8584.0,1.0,2.0
109,86738694,622,326,166,341,98,12,5,274.8376205787781,8.940514469453376,6.488745980707395,3.3762057877813505,9.945337620578778,284,Qojqva,7378.0,7183.0,32.0,2.0
435,137895298,616,279,309,249,50,1,7,312.0470779220779,15.194805194805195,7.1185064935064934,3.2694805194805197,7.943181818181818,1132,ButterflyEffect,6651.0,,98.0,1.0
48,129958758,611,326,18,132,423,34,4,205.9885433715221,7.685761047463175,4.292962356792144,3.7266775777414076,10.962356792144027,1028,Xxs,7161.0,8413.0,88.0,3.0
517,12231202,608,321,106,379,110,10,3,252.84868421052633,11.307565789473685,6.559210526315789,3.4046052631578947,10.728618421052632,22,LIMMP,7782.0,9402.0,1.0,2.0
1499,77490514,607,316,26,93,422,57,9,190.90774299835255,13.780889621087315,5.098846787479407,5.085667215815486,11.975288303130148,208,Boxi,7461.0,7777.0,73.0,3.0
1513,168028715,596,338,317,224,50,2,3,302.46308724832215,13.907718120805368,6.629194630872483,3.6493288590604025,8.491610738255034,1387,flyfly,7053.0,9121.0,14.0,1.0
1159,122867857,591,252,112,391,75,2,11,232.65313028764805,8.686971235194585,7.734348561759729,5.392554991539763,8.854483925549916,938,Jamesy´,6339.0,8296.0,86.0,2.0
926,11550182,589,297,0,0,1,50,538,37.507640067911716,2.6876061120543295,2.4006791171477078,7.120543293718167,13.271646859083193,20,VANSKOR,6727.0,7827.0,410.0,5.0
68,100598959,588,244,5,6,22,370,185,63.19897959183673,3.683673469387755,2.8639455782312924,6.960884353741497,12.02721088435374,523,Erice,6403.0,6656.0,87.0,4.0
860,207829314,587,318,0,4,22,371,190,81.10221465076661,4.124361158432709,3.160136286201022,5.226575809199319,11.931856899488928,1683,Borax,7903.0,8732.0,102.0,4.0
62,152962063,586,303,382,161,38,1,4,339.6860068259386,12.779863481228668,7.786689419795222,3.438566552901024,9.327645051194539,1256,m`iCKe,6969.0,8067.0,17.0,1.0
940,101695162,586,359,2,1,45,509,29,91.33788395904436,3.5972696245733786,3.348122866894198,4.643344709897611,12.42320819112628,556,fy,6825.0,8143.0,145.0,4.0
983,90423751,581,257,0,3,29,394,155,63.922547332185886,4.368330464716007,2.882960413080895,4.8347676419965575,12.40619621342513,2468,Bignum,7104.0,8581.0,163.0,4.0
1693,135656964,576,301,18,58,324,99,77,141.38541666666666,8.336805555555555,3.876736111111111,5.560763888888889,12.430555555555555,1090,xiaofu,6521.0,7379.0,110.0,3.0
1262,94296097,576,349,1,0,0,22,553,43.33680555555556,2.6649305555555554,2.2152777777777777,6.027777777777778,12.677083333333334,2474,xNova,6590.0,7823.0,37.0,5.0
375,94738847,576,349,83,127,327,36,3,214.63541666666666,11.59548611111111,5.128472222222222,4.276041666666667,11.411458333333334,450,Chalice,7227.0,8181.0,21.0,3.0
595,182331313,572,315,0,2,21,441,108,71.66083916083916,2.9055944055944054,3.312937062937063,5.1328671328671325,13.358391608391608,1503,Fade,7933.0,8375.0,232.0,4.0
1069,190826739,570,332,175,301,89,2,3,285.59473684210525,10.87017543859649,7.935087719298245,3.6070175438596492,10.014035087719298,1564,BOOM,6255.0,6008.0,125.0,2.0
1201,156029808,569,332,1,5,48,446,69,78.60281195079087,3.6291739894551847,4.427065026362039,6.37609841827768,14.363796133567662,2533,BDz,6717.0,6992.0,146.0,4.0
1261,103045129,565,237,0,0,14,152,399,50.95044247787611,2.2991150442477877,2.465486725663717,6.408849557522124,12.104424778761063,587,Grimz,6204.0,7021.0,265.0,5.0
733,91730177,564,338,0,1,4,92,467,54.9822695035461,3.773049645390071,2.4397163120567376,6.184397163120567,14.085106382978724,401,Seleri,6766.0,7068.0,32.0,5.0
750,173978074,562,328,141,306,107,6,2,282.79537366548044,11.809608540925266,6.396797153024911,3.5622775800711746,9.412811387900355,1447,NothingToSay,6880.0,7742.0,2.0,2.0
1498,86698277,560,314,39,116,348,54,3,192.6625,7.35,4.505357142857143,4.071428571428571,11.467857142857143,275,33,7556.0,8459.0,45.0,3.0
316,101356886,558,325,1,13,57,376,111,75.68458781362007,3.575268817204301,3.1684587813620073,5.456989247311828,14.469534050179211,544,Gh,7370.0,9014.0,25.0,4.0
1810,92601861,558,341,1,2,24,441,90,69.57885304659499,3.417562724014337,3.3010752688172045,5.727598566308243,13.421146953405017,420,Aramis,6239.0,5199.0,107.0,4.0
1534,18180970,558,288,4,13,48,385,108,82.7078853046595,3.3082437275985663,2.8440860215053765,5.815412186379929,12.953405017921147,33,Handsken,6473.0,6648.0,150.0,4.0
1663,116585378,558,355,268,176,84,19,11,263.005376344086,14.340501792114695,8.109318996415771,4.243727598566308,10.198924731182796,823,midone,7788.0,8042.0,27.0,1.0
808,87012746,556,328,7,46,437,56,10,166.85611510791367,8.636690647482014,3.5953237410071943,4.899280575539568,12.534172661870503,322,kpii,7788.0,8655.0,43.0,3.0
1726,373520478,555,329,171,331,46,4,3,314.6378378378378,12.441441441441441,6.699099099099099,3.3117117117117116,8.390990990990991,2129,White丶Album_白学家,7901.0,5372.0,12.0,2.0
384,106863163,555,337,182,317,48,4,4,291.0936936936937,13.133333333333333,7.809009009009009,3.369369369369369,8.863063063063063,661,Somnus丶M,8045.0,8332.0,22.0,2.0
1314,126212866,551,314,13,85,391,56,6,172.6660617059891,7.802177858439202,4.482758620689655,5.867513611615245,13.362976406533575,2510,SabeRLighT,6786.0,6436.0,20.0,3.0
519,164962869,549,334,378,139,28,1,3,321.08743169398906,14.222222222222221,7.684881602914389,2.564663023679417,9.296903460837887,1356,Shad,6736.0,7997.0,35.0,1.0
1190,28070572,549,286,9,90,317,29,104,146.16757741347905,7.4389799635701275,4.715846994535519,4.859744990892532,12.60655737704918,58,Mariano,6210.0,6522.0,39.0,3.0
33,34505203,548,322,28,94,355,60,11,171.32846715328466,10.213503649635037,3.8448905109489053,4.87956204379562,12.872262773722628,70,MinD_ContRoL,8065.0,,152.0,3.0
568,163587550,546,327,2,1,47,449,47,75.9010989010989,3.227106227106227,3.9871794871794872,4.877289377289378,12.64102564102564,2539,James,7195.0,7182.0,85.0,4.0
1714,105248644,542,313,397,108,27,5,5,314.3782287822878,16.54428044280443,8.84870848708487,3.8450184501845017,8.645756457564575,629,Miracle-,8067.0,,16.0,1.0
1277,96196828,541,246,15,65,335,74,52,142.10166358595194,7.56007393715342,3.981515711645102,5.706099815157116,12.750462107208872,463,633,7200.0,8479.0,88.0,3.0
701,10366616,540,295,8,53,145,255,79,129.85185185185185,7.201851851851852,3.7777777777777777,5.187037037037037,13.542592592592593,17,Sneyking,7764.0,8944.0,50.0,4.0
1482,136177710,540,297,351,146,38,1,4,348.94444444444446,8.431481481481482,5.716666666666667,3.1703703703703705,7.775925925925926,1098,圣子华炼 God King-虎 FEeDeR,7825.0,7946.0,21.0,1.0
1402,103735745,538,295,0,4,31,441,62,79.7453531598513,5.537174721189591,3.306691449814126,5.821561338289963,13.75278810408922,601,Saksa,8161.0,8187.0,24.0,4.0
1432,199222238,536,240,136,200,64,111,25,225.32835820895522,10.51679104477612,4.92910447761194,4.427238805970149,9.610074626865671,1635,Dust,6972.0,7510.0,3.0,2.0
480,412753955,535,278,458,64,10,0,3,333.78504672897196,11.672897196261681,7.983177570093458,2.581308411214953,8.377570093457944,2212,Nikobaby龙的传人,7777.0,7829.0,25.0,1.0
723,111030315,532,301,0,3,33,400,96,69.86278195488721,2.806390977443609,3.287593984962406,5.892857142857143,12.789473684210526,717,W_Zayac,7137.0,7109.0,168.0,4.0
1237,58513047,532,283,205,267,54,3,3,265.1296992481203,7.340225563909774,7.849624060150376,4.454887218045113,9.614661654135338,151,Supream^,6880.0,8705.0,72.0,2.0
1288,88470,532,259,11,78,391,44,8,169.95112781954887,8.191729323308271,4.7180451127819545,4.894736842105263,10.729323308270677,0,Tzy丶,6584.0,7618.0,53.0,3.0
1243,59463394,532,311,88,327,106,7,4,226.7406015037594,11.960526315789474,7.791353383458647,3.4022556390977443,9.543233082706767,154,Leostyle- ,6785.0,7611.0,79.0,2.0
1728,116881520,526,225,304,189,27,1,5,301.8593155893536,14.357414448669202,6.43916349809886,3.1958174904942966,7.739543726235741,833,Palantimos,6558.0,7067.0,142.0,1.0
665,134556694,525,302,0,1,4,81,439,51.57904761904762,3.459047619047619,2.2990476190476192,6.379047619047619,12.693333333333333,1074,Solo,7004.0,,313.0,5.0
1183,86725175,524,301,156,112,236,17,3,250.4675572519084,11.715648854961833,5.42175572519084,3.849236641221374,11.206106870229007,279,Resolut1on,6749.0,,161.0,3.0
727,106573901,523,315,163,260,96,2,2,265.82791586998087,14.638623326959847,7.173996175908222,3.3594646271510515,10.168260038240918,651,No[o]ne-,7678.0,8653.0,2.0,2.0
1667,86799300,523,292,33,136,47,58,249,154.29063097514342,8.803059273422562,4.355640535372849,5.076481835564054,11.579349904397706,302,Fata,7796.0,7390.0,,5.0
1465,898754153,523,340,408,98,11,1,5,374.9005736137667,13.084130019120458,7.097514340344168,2.961759082217973,8.275334608030592,2355,萧瑟,7371.0,,18.0,1.0
713,155332459,521,316,1,2,21,379,118,45.882917466410746,4.689059500959693,3.2783109404990403,5.165067178502879,13.982725527831095,1282,Matthew,6671.0,7708.0,67.0,4.0
401,118233883,518,267,138,261,100,4,15,278.2972972972973,7.886100386100386,7.803088803088803,4.183397683397684,10.596525096525097,2499,AlaCrity-,7088.0,9055.0,2.0,2.0
233,121769650,517,373,257,217,39,0,4,312.92263056092844,14.135396518375241,7.408123791102515,2.8549323017408126,10.25531914893617,922,Nisha,7585.0,7089.0,1209.0,1.0
1732,73562326,517,373,6,81,322,99,9,172.0541586073501,8.450676982591876,4.206963249516441,4.545454545454546,13.398452611218568,196,zai,7585.0,,55.0,3.0
1016,87278757,517,373,1,4,26,110,376,81.74081237911025,5.4100580270793035,2.7872340425531914,4.816247582205029,13.822050290135396,328,Puppey,7585.0,,86.0,5.0
66,31818853,514,266,16,68,371,51,8,166.34241245136187,9.640077821011673,4.36964980544747,4.480544747081712,12.782101167315176,64,Brax,7206.0,8613.0,42.0,3.0
1395,156328257,511,287,14,88,389,18,2,207.98238747553816,8.688845401174168,4.086105675146771,4.354207436399217,12.579256360078277,2536,Fbz,7292.0,7342.0,33.0,3.0
1780,295697470,509,262,0,0,33,393,83,61.355599214145386,2.742632612966601,2.8290766208251474,5.632612966601179,12.524557956777995,1921,Immersion,7327.0,7630.0,69.0,4.0
1019,99796146,509,289,1,1,6,88,413,65.11984282907662,3.2789783889980355,2.569744597249509,7.546168958742633,13.261296660117878,505,A,5543.0,7031.0,79.0,5.0
596,155494381,507,312,1,3,69,363,71,104.84418145956607,3.5483234714003946,2.964497041420118,5.34319526627219,14.04733727810651,1284,Tims,7215.0,7301.0,33.0,4.0
1251,301750126,507,278,125,309,71,1,1,281.9664694280079,14.927021696252465,7.980276134122288,3.5483234714003946,9.094674556213018,1935,Mikoto,7131.0,10021.0,7.0,2.0
1471,72312627,504,343,243,214,40,4,3,285.85714285714283,11.553571428571429,7.599206349206349,3.265873015873016,9.192460317460318,193,MATUMBAMAN,7585.0,7178.0,12.0,1.0
880,113457795,503,311,103,334,58,2,6,260.93836978131213,14.178926441351889,7.825049701789265,4.147117296222664,10.109343936381709,753,MooN,7788.0,8937.0,27.0,2.0
429,97590558,503,272,385,95,15,1,7,351.8986083499006,15.938369781312128,7.113320079522863,3.190854870775348,8.375745526838966,478,Ace,6942.0,8508.0,25.0,1.0
881,82262664,502,291,1,6,15,99,381,51.33466135458168,2.687250996015936,2.555776892430279,6.173306772908367,13.336653386454183,230,KuroKy,8067.0,,,5.0
170,86870856,502,240,21,93,351,30,7,184.12549800796813,8.420318725099602,4.294820717131474,4.685258964143427,11.384462151394422,311,chshrct,6853.0,8463.0,697.0,3.0
716,91369376,502,270,263,127,100,4,8,304.5916334661355,10.033864541832669,7.083665338645418,3.764940239043825,9.153386454183266,394,mizu,6630.0,7673.0,106.0,1.0
642,89598554,500,276,1,2,24,423,50,70.008,3.592,3.18,4.826,11.774,370,老猫,6242.0,7488.0,90.0,4.0
582,96183976,499,260,392,88,14,0,5,317.8517034068136,17.91382765531062,7.663326653306613,2.721442885771543,8.831663326653306,461,naive-,7031.0,9008.0,21.0,1.0
725,249835593,498,238,0,1,1,27,469,35.110441767068274,3.1265060240963853,2.13855421686747,7.550200803212851,12.568273092369479,1825,zzq,6270.0,6005.0,50.0,5.0
161,127077041,497,277,0,6,71,316,104,102.15492957746478,5.251509054325956,3.5251509054325956,6.386317907444668,13.442655935613683,997,Boomy,6961.0,5306.0,126.0,4.0
1025,100058342,495,258,295,151,41,3,5,313.07272727272726,13.658585858585859,7.1171717171717175,3.1151515151515152,8.94949494949495,508,skiter,7772.0,8505.0,66.0,1.0
603,320252024,495,240,417,62,9,1,6,322.27474747474747,10.250505050505051,7.333333333333333,3.0787878787878786,7.317171717171717,1989,shiro,6270.0,6546.0,12.0,1.0
1632,355168766,494,287,374,89,14,12,5,329.50404858299595,10.305668016194332,7.661943319838056,3.103238866396761,9.6417004048583,2074,Natsumi-,6504.0,6071.0,6.0,1.0
1420,91644707,493,245,14,101,321,46,11,206.2292089249493,8.158215010141987,3.7545638945233266,4.955375253549696,12.612576064908723,399,kyxY `,6446.0,,122.0,3.0
683,19672354,492,283,1,5,8,65,413,56.603658536585364,4.3394308943089435,2.3048780487804876,7.048780487804878,12.947154471544716,36,N0tail,8161.0,,134.0,5.0
20,119898344,490,218,399,70,11,1,9,312.3734693877551,14.079591836734695,7.757142857142857,3.926530612244898,7.795918367346939,892,Abat,6192.0,4265.0,31.0,1.0
1172,89117038,490,358,0,9,77,276,128,78.77551020408163,4.1959183673469385,4.03469387755102,3.559183673469388,13.953061224489796,357,YapzOr,6453.0,6954.0,577.0,4.0
790,186627166,489,270,11,61,388,25,4,194.77096114519426,9.085889570552148,3.4049079754601226,4.263803680981595,11.464212678936605,1527,Flyby,7201.0,8810.0,66.0,3.0
76,139822354,484,266,173,275,32,0,4,295.0971074380165,19.64669421487603,7.018595041322314,3.4648760330578514,8.400826446280991,1155,Setsu,6654.0,7092.0,25.0,2.0
874,100317750,484,241,18,21,18,243,184,70.80785123966942,4.31404958677686,3.487603305785124,4.8264462809917354,11.766528925619834,515,Era,6879.0,6751.0,160.0,4.0
903,86785083,483,264,18,86,341,35,3,168.1055900621118,7.869565217391305,3.9648033126293996,3.9047619047619047,11.136645962732919,299,AfterLife,7278.0,8010.0,38.0,3.0
674,103296177,483,231,1,0,5,59,418,36.06211180124224,2.8053830227743273,1.9192546583850931,5.434782608695652,12.426501035196688,593,kazz,7572.0,7470.0,58.0,5.0
1096,84429681,483,241,167,112,90,47,67,221.879917184265,10.780538302277433,5.786749482401656,4.182194616977226,10.942028985507246,250,Moo,6936.0,8619.0,8.0,1.0
1281,108452107,482,307,330,103,39,6,4,313.3838174273859,14.284232365145229,7.300829875518672,2.62448132780083,9.595435684647303,2492,YS,8008.0,8849.0,55.0,1.0
1511,186837494,482,285,0,2,5,103,372,40.68879668049792,1.6597510373443984,2.676348547717842,6.443983402489627,12.902489626556017,1528,Mjz,6552.0,7022.0,321.0,5.0
556,41231571,481,263,9,73,350,44,5,163.58419958419958,7.515592515592515,4.054054054054054,5.417879417879418,12.054054054054054,93,s4,7115.0,9005.0,458.0,3.0
1746,237238721,479,208,164,264,45,1,5,286.6617954070981,14.014613778705638,6.421711899791232,4.227557411273486,8.5678496868476,1780,Pikachu,6166.0,,355.0,2.0
879,104512126,479,270,102,303,64,5,5,276.39874739039664,9.217118997912317,8.035490605427976,4.231732776617954,11.160751565762004,621,Mac,6936.0,7547.0,11.0,2.0
1057,100616105,478,268,1,0,5,75,397,46.86401673640167,2.5543933054393304,2.5543933054393304,6.554393305439331,13.510460251046025,524,cml,6595.0,6810.0,77.0,5.0
952,238239590,477,271,150,252,64,6,5,269.53039832285117,12.218029350104821,7.8574423480083855,3.6037735849056602,9.916142557651991,1788,Bryle,6871.0,7107.0,6.0,2.0
1557,165178538,477,217,19,104,323,23,8,173.70020964360586,8.234800838574424,4.622641509433962,4.551362683438155,11.18658280922432,1359,生死,6439.0,6614.0,37.0,3.0
699,389033587,477,261,334,104,22,13,4,343.9874213836478,13.465408805031446,7.016771488469602,2.742138364779874,8.138364779874214,2169,Dreamocel,6303.0,8000.0,127.0,1.0
159,164530809,477,274,1,4,11,363,98,72.28721174004193,3.5828092243186584,3.5639412997903563,5.890985324947589,14.448637316561845,1351,Cat you,6493.0,8002.0,14.0,4.0
309,91460772,477,244,0,1,19,208,249,61.737945492662476,4.09433962264151,2.857442348008386,5.813417190775682,12.163522012578616,397,Slayer,6755.0,8002.0,173.0,5.0
1204,108221389,477,272,0,0,1,79,397,44.41928721174004,3.40041928721174,2.1236897274633124,5.89517819706499,12.725366876310273,681,Redpanda,6975.0,6662.0,11.0,5.0
1793,104758571,475,291,54,288,118,4,11,253.5178947368421,8.778947368421052,6.5073684210526315,4.391578947368421,12.364210526315789,2485,Fearless,6209.0,6275.0,18.0,2.0
1208,167072778,474,225,1,11,52,246,164,73.63291139240506,4.242616033755274,3.7679324894514767,6.147679324894515,11.983122362869198,1376,闷油瓶,7186.0,7302.0,189.0,4.0
444,184950344,473,281,11,58,370,29,5,217.3107822410148,10.847780126849894,4.016913319238901,5.215644820295983,12.987315010570825,1525,Ku,6680.0,6393.0,26.0,3.0
1629,250114507,472,265,166,263,39,0,4,280.4470338983051,17.91737288135593,7.508474576271187,3.985169491525424,8.805084745762711,2574,Iceberg,6613.0,7138.0,242.0,2.0
1045,227657377,472,237,346,104,14,0,8,321.53389830508473,11.711864406779661,6.375,2.7838983050847457,8.319915254237289,1751,shylock,7580.0,,25.0,1.0
1081,50580004,471,241,14,63,251,50,93,145.60934182590233,8.13375796178344,3.8917197452229297,5.193205944798302,12.038216560509554,126,Xibbe,6879.0,4982.0,122.0,3.0
1319,221666230,471,299,73,311,83,1,3,254.75583864118897,11.384288747346073,7.571125265392781,3.5307855626326963,11.180467091295117,1732,Quinn,8002.0,7468.0,3.0,2.0
901,407321629,470,277,10,103,320,28,9,166.41702127659573,11.668085106382978,4.25531914893617,4.012765957446809,12.314893617021276,2202,Frank,6788.0,5208.0,15.0,3.0
1278,86726887,470,302,2,12,71,339,46,86.21702127659574,5.4297872340425535,4.514893617021277,3.9893617021276597,14.71063829787234,280,MSS,8003.0,8808.0,8.0,4.0
1100,241519559,469,231,298,138,27,1,5,336.8955223880597,18.567164179104477,7.211087420042644,3.236673773987207,7.6929637526652455,1796,dr,7345.0,8000.0,17.0,1.0
1110,237325411,467,257,1,0,1,76,389,52.45182012847966,2.0599571734475375,2.0856531049250537,6.074946466809422,12.137044967880085,1781,Khezcute,6765.0,6554.0,332.0,5.0
1197,339235645,467,269,401,51,7,0,8,355.28051391862954,13.26338329764454,9.218415417558887,3.5160599571734474,8.17558886509636,2030,Angel,6045.0,,25.0,1.0
368,119576842,463,259,0,1,9,254,199,50.91792656587473,2.2354211663066956,2.8056155507559395,6.60475161987041,14.064794816414686,886,- ah fu -,7529.0,7025.0,100.0,4.0
738,153727297,462,216,256,146,40,5,15,276.96320346320346,12.164502164502165,7.1103896103896105,3.764069264069264,8.391774891774892,1264,db-,6210.0,4798.0,88.0,1.0
1614,113995822,461,264,272,145,39,2,3,299.3839479392625,13.127982646420824,6.670281995661605,3.2494577006507592,9.030368763557483,769,iLTW,7059.0,8890.0,59.0,1.0
1466,237201026,459,220,108,250,97,3,1,235.03050108932462,12.498910675381264,8.169934640522875,4.22004357298475,10.185185185185185,1779,Azur4,6646.0,6958.0,31.0,2.0
149,91064780,458,254,0,0,4,58,396,44.16812227074236,3.6222707423580784,2.2882096069868996,7.820960698689956,12.722707423580786,391,ALWAYSWANNAFLY,7334.0,7580.0,385.0,5.0
848,160708663,457,237,0,3,10,97,347,54.12691466083151,2.4201312910284463,2.903719912472648,7.573304157549234,13.824945295404815,1322,LuN,6260.0,6019.0,185.0,5.0
1712,159020918,456,256,0,1,29,346,80,75.34649122807018,4.267543859649122,2.6096491228070176,5.56140350877193,12.085526315789474,1311,RodjER,7315.0,7513.0,239.0,4.0
856,292829433,456,219,19,85,326,8,18,159.3815789473684,6.565789473684211,5.587719298245614,4.550438596491228,11.263157894736842,1910,womy,6210.0,5424.0,155.0,3.0
1702,318371533,455,233,0,12,44,306,93,79.0923076923077,3.817582417582418,4.316483516483516,7.035164835164835,14.294505494505495,1985,Skill lay,6201.0,6786.0,154.0,4.0
1619,197849259,455,209,0,4,30,364,57,71.93186813186813,3.3824175824175824,3.2395604395604396,6.635164835164836,11.94945054945055,1626,绵绵,7574.0,8027.0,22.0,4.0
563,385295772,454,217,0,0,2,84,368,38.284140969163,2.4185022026431717,2.497797356828194,6.905286343612334,13.312775330396477,2155,"you, K",6210.0,6305.0,184.0,5.0
1376,142139318,454,233,319,111,14,3,7,329.24449339207047,13.808370044052863,7.026431718061674,3.2158590308370045,8.211453744493392,1175,vtFαded,7087.0,8874.0,1.0,1.0
507,140288368,454,263,7,76,347,20,4,192.3920704845815,9.259911894273127,3.751101321585903,4.687224669603524,12.048458149779735,1163,Tobi,7002.0,7014.0,35.0,3.0
1073,152455523,454,249,307,131,11,1,4,318.2863436123348,14.66079295154185,7.704845814977974,2.541850220264317,7.887665198237886,1249,V-Tune,6778.0,7512.0,7.0,1.0
1230,197547532,453,226,0,0,4,369,80,58.24061810154525,2.9602649006622515,2.6754966887417218,5.5364238410596025,11.688741721854305,1622,Astral,6587.0,6423.0,216.0,4.0
1701,119535307,452,225,1,1,17,321,112,64.26327433628319,3.2411504424778763,3.146017699115044,5.683628318584071,11.608407079646017,883,Felixciaoba,7825.0,,25.0,4.0
708,95825708,452,270,378,61,9,0,4,309.32300884955754,10.449115044247788,7.785398230088496,3.0929203539823007,7.807522123893805,459,MNZ,6644.0,,22.0,1.0
1085,92949094,451,211,0,0,4,67,380,56.94456762749446,3.1929046563192904,2.8292682926829267,7.8093126385809315,13.490022172949002,424,SsaSpartan,6182.0,,556.0,5.0
381,248388120,449,214,156,208,69,2,14,245.16926503340758,8.683741648106905,6.928730512249444,3.928730512249443,9.102449888641425,1819,MamangDaya,6210.0,5257.0,63.0,2.0
1757,87063175,448,284,27,74,268,31,48,184.19196428571428,8.633928571428571,4.694196428571429,3.9620535714285716,13.169642857142858,325,LESLÃO,7979.0,8902.0,3.0,3.0
251,360648679,447,232,324,101,13,2,7,314.1185682326622,11.440715883668904,8.031319910514542,3.859060402684564,8.299776286353467,2091,Young PH,6463.0,,107.0,1.0
969,90882159,447,244,5,29,6,61,346,58.97315436241611,3.821029082774049,2.5548098434004474,5.626398210290827,11.953020134228188,386,Super！,6553.0,,50.0,5.0
586,97658618,444,235,309,95,25,4,11,315.34684684684686,11.135135135135135,6.990990990990991,3.0112612612612613,8.68018018018018,481,Timado,6581.0,7218.0,66.0,1.0
809,117421467,444,249,0,3,16,101,324,59.531531531531535,2.9932432432432434,2.4932432432432434,5.912162162162162,12.835585585585585,849,SoNNeikO,7196.0,7974.0,38.0,5.0
964,126238768,443,251,92,243,96,9,3,251.98871331828443,9.932279909706546,7.395033860045147,4.6613995485327315,10.607223476297968,2511,Gunnar,6906.0,7005.0,5.0,2.0
