,account_id,games,wins,pos_1_num,pos_2_num,pos_3_num,pos_4_num,pos_5_num,last_hits,denies,kills,deaths,assists,Unnamed: 0,name,estimate_mmr,solo_competetive_rank,leaderboard_rank,calculated_position
976,125845797,302,121,5,51,206,34,6,150.72185430463577,6.172185430463577,3.9602649006622515,6.466887417218543,11.155629139072847,984,ΣValqui,6047.0,7007.0,27.0,3.0
1062,169756712,301,169,0,1,16,223,61,61.7906976744186,4.767441860465116,2.990033222591362,5.4784053156146175,13.943521594684386,2543,LuziFy,6080.0,7172.0,143.0,4.0
944,90324740,301,138,7,47,227,17,3,197.19269102990035,6.475083056478406,3.9767441860465116,5.514950166112957,12.279069767441861,2465,Lasthero-,6579.0,7357.0,153.0,3.0
1656,114619230,301,142,178,96,24,0,3,295.4186046511628,11.338870431893687,6.554817275747508,3.129568106312292,8.82392026578073,789,Crystallize,7359.0,6902.0,18.0,1.0
1474,458287006,300,149,194,86,11,3,6,285.5,7.066666666666666,7.11,3.93,9.27,2265,x123,6198.0,,1157.0,1.0
411,140155883,300,146,14,38,38,136,74,97.88333333333334,5.573333333333333,5.453333333333333,7.34,12.896666666666667,1161,rrrd,4295.0,,,4.0
458,150970092,299,112,65,144,74,6,10,230.7257525083612,10.889632107023411,6.54180602006689,4.645484949832776,7.170568561872909,1235,Storm,5939.0,4087.0,22.0,2.0
72,88933594,298,163,11,55,195,33,4,174.76510067114094,9.580536912751677,4.3355704697986575,4.567114093959732,12.161073825503356,352,Forev,6843.0,9377.0,117.0,3.0
1522,136178375,298,139,0,0,1,27,270,30.926174496644297,2.704697986577181,2.164429530201342,6.728187919463087,12.610738255033556,1099,Lww,6394.0,7015.0,96.0,5.0
1560,98462965,298,166,1,2,11,212,72,61.39261744966443,2.379194630872483,4.010067114093959,6.087248322147651,13.644295302013424,490,ocean,5892.0,6672.0,172.0,4.0
1390,394879200,296,140,6,10,38,196,46,100.99324324324324,4.0,3.7263513513513513,5.533783783783784,12.79391891891892,2176,yoona,6198.0,6242.0,45.0,4.0
905,234699894,296,147,1,28,242,23,2,171.44256756756758,7.033783783783784,3.435810810810811,4.989864864864865,11.922297297297296,1769,Blizzy,7215.0,7978.0,203.0,3.0
1542,352545711,295,189,36,199,53,4,3,249.31525423728814,6.579661016949153,7.71864406779661,4.589830508474576,12.528813559322034,2066,DarkMago♥,5762.0,,1.0,2.0
1101,375507918,294,188,225,61,6,1,1,374.19727891156464,13.20748299319728,7.850340136054422,3.2108843537414966,9.037414965986395,2132,23,6008.0,5848.0,8.0,1.0
1334,175463659,292,177,217,65,9,0,1,383.1746575342466,16.53082191780822,8.482876712328768,3.1301369863013697,8.575342465753424,1457,Cooman,6787.0,6853.0,32.0,1.0
1351,130801103,291,139,14,48,201,25,3,174.23024054982818,8.872852233676976,4.70446735395189,5.865979381443299,11.804123711340207,1039,nongrata`,6746.0,7321.0,193.0,3.0
635,253962772,291,130,27,84,161,17,2,182.79037800687286,9.780068728522338,4.786941580756014,3.7869415807560136,10.353951890034365,1829,dolme,6532.0,8005.0,64.0,3.0
351,169416589,290,139,29,9,7,125,120,72.8551724137931,4.172413793103448,4.458620689655173,6.320689655172414,13.351724137931035,2541,Czy,6032.0,6548.0,108.0,4.0
218,207916561,290,137,1,1,8,49,231,40.97586206896552,3.1206896551724137,2.3793103448275863,6.658620689655172,12.748275862068965,1684,Cara,5704.0,6429.0,95.0,5.0
829,452376367,288,148,178,72,29,8,1,340.65277777777777,9.628472222222221,7.138888888888889,4.565972222222222,9.159722222222221,2260,once.,6428.0,7694.0,183.0,1.0
1646,180286184,288,161,1,7,43,221,16,107.89236111111111,4.347222222222222,3.826388888888889,4.260416666666667,11.711805555555555,1494,Drink,5837.0,,103.0,4.0
813,68007361,288,124,0,0,5,206,77,50.138888888888886,2.6840277777777777,2.829861111111111,6.538194444444445,13.805555555555555,178,Muf,6251.0,7419.0,250.0,4.0
561,146711951,288,161,21,85,154,19,9,179.05902777777777,8.052083333333334,5.548611111111111,4.756944444444445,12.09375,1205,Nikko,6748.0,9329.0,11.0,3.0
133,131303632,287,126,32,172,80,2,1,211.75261324041813,7.041811846689895,6.679442508710801,4.7979094076655056,10.818815331010454,1044,4nalog <6,5841.0,5977.0,22.0,2.0
1824,363724571,286,131,18,64,188,13,3,204.17482517482517,7.293706293706293,5.328671328671328,5.618881118881119,10.965034965034965,2097,X1aOyU,6283.0,6145.0,38.0,3.0
1195,158847773,285,138,0,0,2,153,130,53.98947368421052,4.652631578947369,2.635087719298246,6.203508771929824,12.79298245614035,1307,天命,6324.0,,15.0,4.0
1245,85612299,284,181,146,101,25,4,8,277.61619718309856,13.67605633802817,9.42605633802817,3.714788732394366,11.299295774647888,260,hailz,5930.0,5886.0,173.0,1.0
1603,133558180,284,137,144,120,17,2,1,286.65492957746477,10.827464788732394,7.369718309859155,3.8450704225352115,8.774647887323944,1061,Zitraks,6511.0,7855.0,527.0,1.0
1260,187619311,284,158,6,46,196,29,7,181.00704225352112,7.147887323943662,4.158450704225352,4.873239436619718,12.690140845070422,1537,SamH,7139.0,6586.0,159.0,3.0
445,104504914,283,146,22,70,153,32,6,186.434628975265,8.201413427561837,5.144876325088339,5.11660777385159,12.830388692579506,620,Show Ti,6288.0,,282.0,3.0
1358,326327879,283,132,0,0,20,214,49,63.56890459363957,3.7031802120141344,2.908127208480565,5.720848056537102,12.1660777385159,2591,xsvampire ,6491.0,7417.0,368.0,4.0
155,221743617,282,121,169,88,17,4,4,276.9609929078014,10.046099290780141,7.691489361702128,3.8226950354609928,8.556737588652481,1733,hmx,6017.0,7186.0,189.0,1.0
1591,196931374,282,143,147,88,38,6,3,276.9255319148936,11.333333333333334,7.723404255319149,5.127659574468085,11.46808510638298,1617,458,6433.0,7662.0,54.0,1.0
15,93552791,281,130,0,0,2,73,206,42.90035587188612,2.434163701067616,2.6654804270462633,7.1387900355871885,13.469750889679716,435,Nofear,6050.0,7147.0,1118.0,5.0
876,136624722,281,138,0,0,0,15,266,29.81138790035587,3.1209964412811386,2.9323843416370106,7.750889679715303,13.679715302491104,2519,Sold out,6727.0,6366.0,325.0,5.0
1098,127617979,280,144,167,81,25,4,3,291.9321428571429,11.371428571428572,7.425,3.382142857142857,8.839285714285714,1002,Crystallis,6215.0,5952.0,22.0,1.0
776,113619848,280,140,0,0,1,38,241,40.80714285714286,2.5035714285714286,2.992857142857143,8.153571428571428,13.467857142857143,755,Lodine,6659.0,,196.0,5.0
652,126397214,280,140,0,0,6,110,164,49.14642857142857,4.007142857142857,2.9357142857142855,7.257142857142857,13.053571428571429,990,TrazaM,6154.0,6395.0,134.0,5.0
362,245373129,279,126,187,79,12,0,1,308.6200716845878,10.82078853046595,7.046594982078853,3.1792114695340503,8.372759856630825,1811,Xcalibur,7478.0,8934.0,51.0,1.0
828,208287519,277,148,104,140,28,4,1,284.7581227436823,13.693140794223826,6.693140794223827,4.2888086642599275,8.628158844765343,1689,falling,6244.0,7084.0,95.0,2.0
342,177411785,277,152,173,79,21,0,4,305.42599277978337,14.71841155234657,6.397111913357401,2.223826714801444,8.028880866425993,2549,Daxak,6953.0,8360.0,42.0,1.0
23,104464707,275,140,2,0,18,60,195,41.163636363636364,2.76,3.1636363636363636,6.418181818181818,14.847272727272728,618,Kenji,6501.0,7199.0,318.0,5.0
1020,85312703,275,124,10,45,58,137,25,124.17454545454545,5.578181818181818,4.414545454545454,5.927272727272728,12.578181818181818,256,Morais,6013.0,6398.0,89.0,4.0
951,86818655,275,128,0,0,2,39,234,39.85818181818182,3.0545454545454547,2.4836363636363634,7.461818181818182,13.381818181818181,305,NUAGES,5952.0,6526.0,104.0,5.0
511,86811043,274,141,11,72,147,20,24,173.54014598540147,7.711678832116788,4.306569343065694,5.41970802919708,11.485401459854014,304,Monkeys-forever,5799.0,7383.0,93.0,3.0
169,119180054,274,115,0,0,3,62,209,45.32846715328467,3.2372262773722627,3.394160583941606,7.127737226277373,13.299270072992702,877,sehny,6457.0,6495.0,,5.0
824,836056780,273,138,12,45,199,13,4,176.95238095238096,8.153846153846153,4.293040293040293,4.34065934065934,12.732600732600732,2290,Mc314,6298.0,,138.0,3.0
1077,196331985,272,131,183,61,22,2,4,291.53308823529414,12.709558823529411,6.882352941176471,3.261029411764706,8.029411764705882,1605,Sirc,5874.0,6369.0,506.0,1.0
681,236858633,270,121,1,8,45,194,22,91.11481481481482,4.533333333333333,3.5481481481481483,4.955555555555556,13.137037037037038,1777,FLee,6259.0,8272.0,10.0,4.0
535,242885483,270,118,0,3,11,209,47,66.37777777777778,2.0148148148148146,4.325925925925926,5.533333333333333,13.885185185185184,1801,Pamplona,5910.0,6405.0,37.0,4.0
962,104185879,270,127,0,0,1,23,246,29.444444444444443,2.688888888888889,2.488888888888889,7.007407407407407,12.811111111111112,609,Gatciy,6818.0,6862.0,217.0,5.0
299,177804322,270,147,131,99,32,1,7,260.6777777777778,13.474074074074075,7.45925925925926,4.025925925925926,10.351851851851851,1470,Reverie,5421.0,6257.0,335.0,1.0
1236,222189151,269,158,0,2,15,117,135,60.531598513011154,3.5353159851301115,4.234200743494424,6.895910780669145,14.230483271375464,1736,x.x,5197.0,,912.0,5.0
747,100708765,266,121,2,1,2,37,224,45.733082706766915,2.7518796992481205,2.281954887218045,6.131578947368421,11.590225563909774,529,rayy,6175.0,6406.0,57.0,5.0
451,470392491,265,131,12,54,176,14,9,169.56603773584905,10.015094339622642,4.1773584905660375,6.041509433962264,10.558490566037737,2271,Meliodas,6294.0,,10.0,3.0
184,107023378,265,151,0,2,14,215,34,76.6377358490566,3.6566037735849055,3.3773584905660377,5.381132075471698,13.033962264150944,662,so bad,5969.0,7024.0,153.0,4.0
869,136526273,263,139,0,2,13,198,50,69.4448669201521,5.23574144486692,3.4980988593155895,4.699619771863118,11.8212927756654,2516,Fame,5838.0,6377.0,154.0,4.0
1687,205813150,262,145,13,29,205,11,4,177.20992366412213,13.057251908396946,3.7595419847328246,3.954198473282443,11.297709923664122,1672,OpGod,6069.0,8067.0,155.0,3.0
585,52406002,262,111,114,87,57,3,1,240.9885496183206,12.610687022900763,6.393129770992366,5.133587786259542,9.790076335877863,133,CURRY,6564.0,6892.0,264.0,1.0
158,230328929,262,118,76,147,38,0,1,243.06870229007635,12.240458015267176,6.343511450381679,3.7213740458015265,8.713740458015268,1762,kodos-,6704.0,6498.0,443.0,2.0
131,125995177,262,130,0,3,1,36,222,46.08015267175573,2.6030534351145036,2.5572519083969465,7.488549618320611,12.351145038167939,2506,Gard1ck,5588.0,,146.0,5.0
763,198161112,262,128,0,0,1,27,234,44.07251908396947,2.3702290076335877,2.316793893129771,7.213740458015267,13.17175572519084,1628,Corey,5838.0,,235.0,5.0
1217,89871557,262,131,12,39,63,49,99,131.63740458015266,7.236641221374046,3.3740458015267176,5.793893129770993,11.954198473282442,376,Mushi,7184.0,,,5.0
341,155162307,260,142,182,71,6,0,1,340.73846153846154,12.807692307692308,6.626923076923077,3.0384615384615383,8.573076923076924,1280,Smiling Knight,6675.0,7369.0,11.0,1.0
1729,93616251,260,134,3,17,131,74,35,126.74230769230769,6.592307692307692,3.626923076923077,5.2,12.669230769230769,436,Ohaiyo,6766.0,8270.0,71.0,3.0
1483,214853734,260,101,5,36,207,10,2,144.12692307692308,8.407692307692308,3.6576923076923076,4.7384615384615385,9.965384615384615,2563,Fogas,6023.0,6550.0,264.0,3.0
1439,203351055,259,127,4,49,190,14,2,182.20849420849422,8.111969111969112,4.656370656370656,5.11969111969112,11.888030888030888,1651,malik,6944.0,7400.0,100.0,3.0
168,90180366,257,132,7,24,201,15,10,152.65369649805447,6.937743190661479,4.400778210116732,5.466926070038911,12.369649805447471,383,Mitch--,6889.0,,190.0,3.0
1121,431770905,256,167,45,162,45,0,4,303.25390625,9.703125,6.59765625,3.078125,10.07421875,2244,TORONTOTOKYO,6162.0,,40.0,2.0
604,192981126,256,138,66,136,50,3,1,246.125,10.94140625,8.20703125,3.703125,9.796875,1580,hAze._.,6851.0,7397.0,244.0,2.0
1447,250733860,256,115,40,13,5,37,161,84.35546875,5.5703125,3.8359375,6.78515625,11.9140625,2577,KelThuzard,6334.0,6616.0,140.0,5.0
99,203851397,255,127,211,31,11,0,2,316.66274509803924,13.08235294117647,7.231372549019608,3.388235294117647,8.431372549019608,1654,Benny,5727.0,6331.0,49.0,1.0
1648,16446200,255,134,11,41,78,103,22,120.50980392156863,6.090196078431372,4.5058823529411764,4.949019607843137,13.901960784313726,29,Zavier,5721.0,5642.0,230.0,4.0
422,206642367,254,132,205,34,6,1,8,320.996062992126,11.62992125984252,7.448818897637795,3.232283464566929,7.602362204724409,1676,Ghost,6281.0,6347.0,18.0,1.0
202,11865327,253,119,161,87,5,0,0,356.6521739130435,19.25296442687747,7.371541501976284,3.102766798418972,7.695652173913044,21,Nix,6535.0,7713.0,577.0,1.0
810,125941160,252,120,8,19,14,172,39,83.2063492063492,6.023809523809524,4.023809523809524,6.7976190476190474,13.59920634920635,985,Tano,6036.0,7862.0,89.0,4.0
1032,139609450,251,129,1,2,39,47,162,77.34661354581674,4.669322709163347,2.4820717131474104,5.446215139442231,11.573705179282868,1152,Xmy,6935.0,6209.0,49.0,5.0
80,206144913,251,136,1,2,18,177,53,72.44621513944223,5.657370517928287,4.282868525896414,7.717131474103586,15.876494023904382,1674,Yasy,6233.0,6120.0,35.0,4.0
1485,180775030,251,122,32,144,65,5,5,202.5418326693227,8.155378486055778,7.860557768924303,4.47808764940239,10.709163346613545,1495,Alone~,4807.0,1670.0,26.0,2.0
1055,122406805,250,104,0,0,1,21,228,33.552,1.876,1.844,6.26,11.744,930,DoDo,6637.0,,305.0,5.0
1532,916319073,249,123,1,22,65,131,30,103.73493975903614,4.349397590361446,4.080321285140562,6.152610441767068,12.590361445783133,2378,jupiter,5709.0,,194.0,4.0
287,117281554,249,118,134,82,25,5,3,262.5542168674699,15.220883534136545,5.461847389558233,2.823293172690763,7.919678714859438,847,Moogy,7462.0,8466.0,,1.0
1808,141065684,249,124,4,30,134,55,26,138.33734939759037,6.839357429718875,4.871485943775101,5.923694779116466,11.534136546184738,2524,Judy,6533.0,6870.0,52.0,3.0
1128,397462905,248,133,1,10,32,9,196,59.24193548387097,4.649193548387097,3.1330645161290325,5.383064516129032,13.705645161290322,2607,Dark,5182.0,,65.0,5.0
402,177085220,248,129,53,157,31,4,3,242.17741935483872,10.487903225806452,7.133064516129032,4.129032258064516,9.870967741935484,2546,Neyney,6624.0,8717.0,116.0,2.0
613,196389151,248,106,62,131,49,3,3,257.56048387096774,9.451612903225806,6.19758064516129,3.221774193548387,9.46774193548387,1607,phoenix,6378.0,5017.0,55.0,2.0
1472,185001854,247,111,0,0,1,38,208,39.21052631578947,2.2874493927125505,2.6275303643724697,9.145748987854251,13.615384615384615,2551,SexyeYogye,5924.0,6038.0,127.0,5.0
224,103910993,246,124,200,37,5,1,3,323.6178861788618,12.154471544715447,7.943089430894309,3.703252032520325,8.508130081300813,605,lil pleb,6361.0,6592.0,166.0,1.0
795,40547474,246,132,0,2,12,82,150,70.58536585365853,4.508130081300813,2.796747967479675,4.926829268292683,12.987804878048781,88,Aui_2000,6043.0,,261.0,5.0
1035,102811031,246,149,75,128,35,2,6,260.5528455284553,12.8130081300813,8.455284552845528,3.4227642276422765,10.829268292682928,584,XemistrY,5749.0,7010.0,99.0,2.0
40,104334048,246,134,0,1,6,55,184,56.386178861788615,2.1747967479674797,2.703252032520325,7.682926829268292,13.658536585365853,615,Kidaro,6420.0,7358.0,235.0,5.0
711,131706718,245,129,154,68,17,3,3,327.7142857142857,10.938775510204081,7.697959183673469,3.9591836734693877,8.53061224489796,1046,leo,6406.0,6675.0,363.0,1.0
927,92028391,245,110,0,3,5,43,194,46.66530612244898,3.0408163265306123,2.6285714285714286,8.338775510204082,13.80408163265306,405,Flash,6669.0,7020.0,175.0,5.0
1416,312435408,245,125,185,44,11,2,3,289.7551020408163,10.453061224489796,7.118367346938776,3.6081632653061226,8.355102040816327,1958,Timo,5530.0,6017.0,127.0,1.0
128,172099728,245,125,181,50,6,2,6,346.27755102040817,10.779591836734694,7.26530612244898,3.1755102040816325,8.6,1428,Kiritych~,6654.0,5858.0,72.0,1.0
369,96803083,244,133,56,144,38,2,4,276.2418032786885,14.774590163934427,6.815573770491803,3.790983606557377,10.19672131147541,469,Stormstormer,6921.0,6794.0,38.0,2.0
1160,120901780,244,148,116,82,37,3,6,260.1188524590164,13.168032786885245,7.950819672131147,4.561475409836065,11.594262295081966,907,Splicko,5724.0,7669.0,265.0,1.0
872,102185479,244,125,164,51,20,6,3,284.46311475409834,11.504098360655737,8.647540983606557,3.5901639344262297,9.51639344262295,570,Darly,6880.0,6729.0,299.0,1.0
1718,187758589,244,139,0,0,2,27,215,38.41393442622951,2.209016393442623,2.5737704918032787,4.135245901639344,12.737704918032787,1538,Kingslayer,7546.0,7835.0,91.0,5.0
1394,372105535,243,128,51,144,41,3,4,245.84773662551441,8.242798353909466,8.506172839506172,5.567901234567901,10.637860082304528,2604,hunghung,5589.0,,137.0,2.0
1764,129071882,241,136,0,1,11,56,173,48.2448132780083,2.867219917012448,2.95850622406639,5.4896265560165975,12.887966804979254,1014,eine,7223.0,7945.0,427.0,5.0
756,278770268,239,100,0,0,5,22,212,48.13807531380753,3.405857740585774,2.569037656903766,7.158995815899582,12.635983263598327,1875,Aretes,5780.0,,200.0,5.0
259,906563731,239,115,74,28,54,25,58,174.1255230125523,9.560669456066945,5.556485355648536,5.330543933054393,10.836820083682008,2364,新手上路,6424.0,,194.0,1.0
1743,126417273,239,123,141,83,11,1,3,302.0376569037657,17.263598326359833,7.2887029288702925,2.7447698744769875,8.380753138075313,991,AhJit,6750.0,8126.0,12.0,1.0
566,141010367,237,124,2,3,10,205,17,75.53586497890295,3.869198312236287,4.168776371308017,5.0886075949367084,14.109704641350211,2523,Rise,6727.0,7325.0,53.0,4.0
1426,876110702,237,110,92,120,25,0,0,271.8987341772152,9.054852320675106,6.39662447257384,3.481012658227848,8.042194092827005,2330,Ergon,6151.0,,194.0,2.0
1521,138177198,235,115,5,70,148,11,1,187.15744680851063,7.651063829787234,5.080851063829787,5.736170212765957,13.174468085106383,1136,Vitaly,6050.0,,31.0,3.0
1177,161042969,234,105,74,120,32,5,3,333.84615384615387,11.764957264957266,8.615384615384615,4.910256410256411,9.23076923076923,1325, zone-,6684.0,,104.0,2.0
936,107855479,234,117,125,71,29,8,1,269.34188034188037,11.145299145299145,6.829059829059829,3.606837606837607,9.918803418803419,674,thugitoO,6825.0,,84.0,1.0
1166,91443418,233,120,0,0,0,18,215,55.682403433476395,2.866952789699571,2.3648068669527897,6.652360515021459,12.755364806866952,396,ninjaboogie,6374.0,8018.0,307.0,5.0
424,162077924,233,105,0,0,0,22,211,38.24034334763949,1.6223175965665235,2.0343347639484977,5.55793991416309,11.17167381974249,1332,Django,5678.0,6243.0,210.0,5.0
366,316217576,233,103,3,24,180,23,3,155.34763948497854,7.1072961373390555,3.888412017167382,4.939914163090129,11.206008583690988,1971,Bhm,6054.0,,227.0,3.0
173,100895600,233,132,184,34,10,0,5,316.47639484978544,13.65236051502146,7.081545064377682,3.2832618025751072,8.545064377682403,535,Skadi,5989.0,6027.0,48.0,1.0
1791,208796906,232,123,135,76,18,1,2,297.42241379310343,11.797413793103448,6.788793103448276,3.021551724137931,8.314655172413794,1692,Wishing,6864.0,8012.0,272.0,1.0
1298,86759987,231,119,2,41,151,23,14,150.35064935064935,7.489177489177489,4.103896103896104,4.090909090909091,12.58874458874459,293,Seri,6066.0,6375.0,93.0,3.0
778,196490133,231,105,138,67,13,11,2,305.79653679653677,10.142857142857142,7.7272727272727275,4.199134199134199,9.177489177489177,1611,Focus.,6725.0,7808.0,219.0,1.0
203,451317002,230,106,5,30,175,14,6,156.98260869565217,6.421739130434783,4.256521739130434,6.143478260869565,12.5,2258,MaRveL-,5525.0,,83.0,3.0
193,110759067,230,127,42,34,4,33,117,135.5608695652174,8.421739130434782,4.308695652173913,5.069565217391304,11.634782608695652,713,Teehee,6092.0,7243.0,243.0,5.0
1384,109338760,229,107,6,8,24,103,88,77.90829694323143,3.497816593886463,3.7554585152838427,7.187772925764192,13.532751091703057,691,Kouros1ve,4978.0,6126.0,1984.0,4.0
482,99983413,229,111,10,38,163,14,4,187.3056768558952,9.301310043668122,4.401746724890829,4.318777292576419,11.519650655021834,2480,Deth,6754.0,8025.0,228.0,3.0
1168,330191088,228,122,54,135,36,0,3,229.51754385964912,12.543859649122806,9.258771929824562,3.710526315789474,10.013157894736842,2011,Neah666,6523.0,7231.0,237.0,2.0
1094,220154695,228,105,150,53,16,1,8,282.9780701754386,9.93421052631579,7.100877192982456,4.0,8.140350877192983,1726,mks-,5939.0,6100.0,31.0,1.0
14,236322966,227,100,152,47,15,3,10,253.56387665198238,10.101321585903083,7.246696035242291,4.299559471365638,7.81057268722467,1776,syndrome,5623.0,6065.0,472.0,1.0
1462,228517469,227,121,1,7,6,61,152,73.12775330396475,4.79295154185022,4.035242290748899,8.475770925110131,13.92511013215859,1753,Bombi,6214.0,5940.0,52.0,5.0
135,63703276,224,95,9,18,30,140,27,98.47321428571429,4.102678571428571,4.058035714285714,6.357142857142857,12.598214285714286,162,goddam,6371.0,6666.0,356.0,4.0
340,196482746,223,104,38,138,37,4,6,255.8071748878924,6.394618834080718,7.210762331838565,4.681614349775785,10.408071748878923,1610,Ainkrad,6655.0,6512.0,264.0,2.0
667,471575591,222,122,65,48,81,13,15,206.74774774774775,9.576576576576576,5.635135135135135,4.86936936936937,12.018018018018019,2272,calvin,5947.0,,474.0,3.0
781,334050219,220,99,165,41,9,0,5,288.8590909090909,12.254545454545454,7.422727272727273,4.1454545454545455,8.186363636363636,2014,橘里,6176.0,6009.0,81.0,1.0
759,360231596,220,109,19,42,106,45,8,155.34545454545454,9.072727272727272,5.154545454545454,5.254545454545455,11.668181818181818,2089,웃지 마 ,6597.0,5436.0,507.0,3.0
1411,439345730,220,108,71,120,28,0,1,277.1181818181818,8.745454545454546,8.040909090909091,3.6454545454545455,9.75,2246,re1bl,7086.0,,180.0,2.0
300,108958769,220,115,0,0,0,39,181,39.53181818181818,4.927272727272728,2.75,6.609090909090909,13.036363636363637,689,pantomem,6533.0,6312.0,104.0,5.0
816,176961039,219,100,47,133,34,4,1,248.64840182648402,10.068493150684931,8.155251141552512,5.100456621004566,10.625570776255708,1463,ntakii,6791.0,7123.0,237.0,2.0
156,94374420,217,111,11,48,138,14,6,160.67741935483872,7.875576036866359,4.921658986175115,5.889400921658986,12.175115207373272,447,Jolly,5998.0,6697.0,311.0,3.0
261,112464030,217,101,0,0,4,31,182,41.806451612903224,1.7880184331797235,2.4838709677419355,6.84331797235023,12.165898617511521,737,Fervian,6338.0,6727.0,274.0,5.0
461,6922000,217,106,0,0,3,20,194,53.76036866359447,3.7096774193548385,2.133640552995392,5.953917050691245,12.138248847926267,11,pieliedie,7430.0,7600.0,295.0,5.0
1725,81852496,215,124,60,109,46,0,0,293.31627906976746,18.06046511627907,6.753488372093023,3.2046511627906975,8.883720930232558,227,Afoninje,6974.0,9007.0,148.0,2.0
885,96189126,214,110,108,87,18,0,1,291.4626168224299,16.817757009345794,7.08411214953271,3.560747663551402,9.060747663551401,462,.Ark,6555.0,8561.0,41.0,1.0
1598,118419316,214,78,85,92,29,2,6,250.66355140186917,9.766355140186915,7.130841121495327,5.313084112149533,8.144859813084112,868,USHUSHUSH,6548.0,7300.0,308.0,2.0
1778,189398048,214,115,3,50,146,11,4,176.85046728971963,13.901869158878505,4.668224299065421,4.925233644859813,11.257009345794392,1553,糖浆,6554.0,8000.0,65.0,3.0
1107,217599053,214,97,40,128,40,6,0,245.2803738317757,7.186915887850467,7.738317757009346,3.9485981308411215,10.327102803738319,1710,Askold,7090.0,,263.0,2.0
843,136099804,214,108,10,33,61,42,68,114.09813084112149,5.593457943925234,5.294392523364486,6.364485981308412,12.66822429906542,1095,Sy,6651.0,7195.0,224.0,5.0
1130,399920568,213,97,40,145,26,2,0,241.4600938967136,8.248826291079812,8.258215962441314,4.093896713615023,10.31924882629108,2611,PiPi,5584.0,4663.0,60.0,2.0
1397,99672424,212,118,0,0,5,77,130,46.18867924528302,2.910377358490566,4.047169811320755,7.259433962264151,13.099056603773585,503,J$$riCHO,6306.0,,361.0,5.0
1275,103110865,212,99,145,52,11,1,3,322.99056603773585,13.65566037735849,6.929245283018868,3.990566037735849,8.221698113207546,589,Drew,6496.0,5891.0,66.0,1.0
432,121052479,211,98,1,4,21,132,53,85.62559241706161,3.360189573459716,4.037914691943128,5.61611374407583,13.402843601895734,909,YamateH,6821.0,6833.0,,4.0
934,230080107,210,92,34,117,54,1,4,240.27142857142857,9.776190476190477,6.933333333333334,5.238095238095238,9.485714285714286,1759,平常心,6288.0,,48.0,2.0
51,103940975,210,111,0,0,14,169,27,76.23333333333333,4.785714285714286,2.9095238095238094,5.928571428571429,12.504761904761905,606,@dogf1ghts,6529.0,8027.0,47.0,4.0
343,452400903,210,117,172,30,7,0,1,312.24285714285713,7.771428571428571,8.152380952380952,3.961904761904762,9.495238095238095,2261,mingatte,5096.0,,76.0,1.0
45,285770518,209,106,162,35,3,0,9,342.8325358851675,7.062200956937799,7.679425837320574,3.1052631578947367,9.10047846889952,2584,Kanom``Pang,6444.0,,113.0,1.0
1756,133167741,209,94,32,133,40,1,3,230.6315789473684,8.382775119617225,7.516746411483253,4.382775119617225,10.794258373205741,1060,Mr.Jeans,5056.0,3567.0,49.0,2.0
426,123051238,208,119,1,1,18,166,22,71.91346153846153,4.591346153846154,2.918269230769231,5.533653846153846,13.028846153846153,944,ALOHADANCE,6586.0,7587.0,501.0,4.0
622,109455705,207,112,13,47,127,20,0,179.1014492753623,9.347826086956522,5.14975845410628,4.951690821256038,12.951690821256038,692,GreeDy.18♥,5828.0,6605.0,215.0,3.0
1555,145550466,206,133,0,0,0,22,184,39.86893203883495,1.9951456310679612,2.378640776699029,5.970873786407767,14.398058252427184,1197,DuBu,6749.0,6918.0,159.0,5.0
189,186977347,206,109,29,48,108,17,4,200.56796116504853,11.033980582524272,5.466019417475728,4.543689320388349,10.71359223300971,1532,ghost,6913.0,8929.0,67.0,3.0
41,260408033,205,83,63,99,40,0,3,240.85365853658536,11.639024390243902,6.697560975609756,4.234146341463415,8.351219512195122,1846,mercury,6064.0,7209.0,115.0,2.0
793,342340720,205,125,5,38,140,18,4,178.6341463414634,10.117073170731707,5.351219512195122,4.487804878048781,12.64390243902439,2040,Xyz,6996.0,8133.0,9.0,3.0
576,107947584,205,109,93,81,23,5,3,254.67317073170733,12.721951219512196,7.1414634146341465,5.0634146341463415,9.980487804878049,676,Baosu,5411.0,5761.0,2038.0,1.0
554,138093774,204,93,119,51,24,9,1,240.2549019607843,10.102941176470589,7.470588235294118,4.200980392156863,7.6568627450980395,1134,haiz,6084.0,,226.0,1.0
1553,156331087,204,91,0,3,14,136,51,67.1421568627451,3.0686274509803924,3.4411764705882355,5.745098039215686,12.073529411764707,1286,Dismar-,6002.0,6708.0,217.0,4.0
1346,168385950,204,94,116,80,6,0,2,308.55882352941177,11.504901960784315,6.9754901960784315,3.7892156862745097,8.848039215686274,1394,Pio65 ♥♠,6680.0,8133.0,,1.0
1210,130503714,203,87,0,1,4,149,49,54.01477832512315,3.4729064039408866,3.413793103448276,6.763546798029557,13.004926108374384,1037,Docres,6537.0,7050.0,68.0,4.0
547,299213834,203,111,0,0,1,53,149,56.46305418719212,5.024630541871921,2.4729064039408866,6.147783251231527,12.497536945812808,1933,puber,6410.0,8759.0,504.0,5.0
174,298683250,203,97,65,107,25,2,4,264.86699507389164,12.45320197044335,7.369458128078818,4.103448275862069,9.305418719211822,1929,BoraNija,6998.0,6602.0,22.0,2.0
